Model;Make;Model;VehicleClass;EngineSize;Cylinders;Transmission;Fuel;FuelConsumption;CO2 Emissions;CO2;Smog
2021;Land Rover;Range Rover SVAutobiography LWB;SUV: Standard;5.0;8;AS8;Z;17.9;365;2;3
2021;Land Rover;Range Rover Sport P360/P400;SUV: Standard;3.0;6;AS8;Z;12.7;269;4;7
2021;Land Rover;Range Rover Sport Td6 Diesel;SUV: Standard;3.0;6;AS8;D;10.6;256;4;1
2021;Land Rover;Range Rover Sport P525 Supercharged;SUV: Standard;5.0;8;AS8;Z;14.0;293;3;3
2021;Land Rover;Range Rover Sport SVR;SUV: Standard;5.0;8;AS8;Z;16.2;336;2;3
2021;Land Rover;Range Rover Evoque P250;SUV: Small;2.0;4;AS9;Z;11.9;247;4;7
2021;Land Rover;Range Rover Velar P250;SUV: Small;2.0;4;AS8;Z;11.5;244;5;7
2021;Land Rover;Range Rover Velar P340;SUV: Small;3.0;6;AS8;Z;11.8;248;4;7
2021;Land Rover;Range Rover Velar P400;SUV: Small;3.0;6;AS8;Z;12.6;265;4;7
2021;Lexus;ES 250 AWD;Mid-size;2.5;4;AS8;X;9.5;197;6;6
2021;Lexus;ES 300h;Mid-size;2.5;4;AV6;X;5.5;124;9;7
2021;Lexus;ES 350;Mid-size;3.5;6;AS8;X;10.7;213;5;5
2021;Lexus;ES 350 F SPORT;Mid-size;3.5;6;AS8;X;10.9;219;5;5
2021;Lexus;GX 460;SUV: Standard;4.6;8;AS6;Z;16.2;337;2;3
2021;Lexus;IS 300;Compact;2.0;4;AS8;Z;11.0;221;5;5
2021;Lexus;IS 300 AWD;Compact;3.5;6;AS6;Z;12.2;253;4;5
2021;Lexus;IS 350 AWD;Compact;3.5;6;AS6;Z;12.2;253;4;5
2021;Lexus;LC 500;Subcompact;5.0;8;AS10;Z;15.1;294;3;5
2021;Lexus;LC 500 Convertible;Minicompact;5.0;8;AS10;Z;16.0;304;3;5
2021;Lexus;LC 500h;Subcompact;3.5;6;AV10;Z;9.0;189;6;7
2021;Lexus;LS 500 AWD;Mid-size;3.5;6;AS10;Z;13.8;269;4;5
2021;Lexus;LS 500h AWD;Mid-size;3.5;6;AV10;Z;10.1;213;5;7
2021;Lexus;LX 570;SUV: Standard;5.7;8;AS8;Z;19.2;395;1;3
2021;Lexus;NX 300 AWD;SUV: Small;2.0;4;AS6;Z;10.7;226;5;3
2021;Lexus;NX 300 AWD F SPORT;SUV: Small;2.0;4;AS6;Z;10.8;232;5;3
2021;Lexus;NX 300h AWD;SUV: Small;2.5;4;AV6;X;7.2;175;7;7
2021;Lexus;RC 300 AWD;Subcompact;3.5;6;AS6;Z;12.2;253;4;5
2021;Lexus;RC 350 AWD;Subcompact;3.5;6;AS6;Z;12.2;253;4;5
2021;Lexus;RC F;Subcompact;5.0;8;AS8;Z;14.4;285;3;5
2021;Lexus;RX 350 AWD;SUV: Small;3.5;6;AS8;X;12.2;252;4;5
2021;Lexus;RX 350 L AWD;SUV: Small;3.5;6;AS8;X;13.1;268;4;5
2021;Lexus;RX 450h AWD;SUV: Standard;3.5;6;AV6;Z;7.5;185;6;7
2021;Lexus;RX 450h L AWD;SUV: Standard;3.5;6;AV6;Z;8.1;190;6;7
2021;Lexus;UX 200;Mid-size;2.0;4;AS10;X;8.0;168;7;6
2021;Lexus;UX 250h;Compact;2.0;4;AV6;X;5.5;130;9;7
2021;Lexus;UX 250h AWD;Compact;2.0;4;AV6;X;5.7;140;8;7
2021;Lincoln;Aviator AWD;SUV: Standard;3.0;6;AS10;X;13.7;280;4;5
2021;Lincoln;Corsair AWD;SUV: Small;2.0;4;AS8;X;11.1;229;5;5
2021;Lincoln;Corsair AWD;SUV: Small;2.3;4;AS8;X;11.1;232;5;5
2021;Lincoln;Nautilus AWD;SUV: Small;2.0;4;A8;X;12.0;252;4;5
2021;Lincoln;Nautilus AWD;SUV: Small;2.0;4;AS8;X;12.0;252;4;5
2021;Lincoln;Nautilus AWD;SUV: Small;2.7;6;AS8;X;12.6;262;4;5
2021;Lincoln;Navigator 4X4;SUV: Standard;3.5;6;AS10;X;15.0;316;3;5
2021;Maserati;Ghibli;Mid-size;3.0;6;A8;Z;13.8;277;4;3
2021;Maserati;Ghibli S;Mid-size;3.0;6;A8;Z;13.8;277;4;3
2021;Maserati;Ghibli S Q4;Mid-size;3.0;6;A8;Z;14.8;293;3;3
2021;Maserati;Ghibli Trofeo;Mid-size;3.8;8;A8;Z;17.4;348;2;1
2021;Maserati;Levante;SUV: Standard;3.0;6;A8;Z;15.1;308;3;3
2021;Maserati;Levante S;SUV: Standard;3.0;6;A8;Z;15.1;308;3;3
2021;Maserati;Levante GTS;SUV: Standard;3.8;8;A8;Z;17.4;349;2;1
2021;Maserati;Levante Trofeo;SUV: Standard;3.8;8;A8;Z;17.4;349;2;1
2021;Maserati;Quattroporte S;Full-size;3.0;6;A8;Z;14.6;291;3;3
2021;Maserati;Quattroporte S Q4;Full-size;3.0;6;A8;Z;14.8;293;3;3
2021;Maserati;Quattroporte Trofeo;Full-size;3.8;8;A8;Z;17.4;348;2;1
2021;Mazda;CX-3;Compact;2.0;4;AS6;X;8.3;179;7;3
2021;Mazda;CX-3 (SIL);Compact;2.0;4;M6;X;8.8;186;6;3
2021;Mazda;CX-3 4WD;Compact;2.0;4;AS6;X;8.6;189;6;3
2021;Mazda;CX-30;SUV: Small;2.0;4;AS6;X;8.9;189;6;7
2021;Mazda;CX-30;SUV: Small;2.5;4;AS6;X;9.3;194;6;7
2021;Mazda;CX-30 4WD;SUV: Small;2.0;4;AS6;X;9.4;202;6;7
2021;Mazda;CX-30 4WD;SUV: Small;2.5;4;AS6;X;9.9;208;6;7
2021;Mazda;CX-30 Turbo 4WD;SUV: Small;2.5;4;AS6;X;10.5;220;5;3
2021;Mazda;CX-5;SUV: Small;2.5;4;AS6;X;9.7;206;6;7
2021;Mazda;CX-5 (Cylinder Deactivation);SUV: Small;2.5;4;AS6;X;9.3;201;6;7
2021;Mazda;CX-5 4WD;SUV: Small;2.5;4;AS6;X;10.2;217;5;7
2021;Mazda;CX-5 4WD (Cylinder Deactivation);SUV: Small;2.5;4;AS6;X;9.8;209;5;7
2021;Mazda;CX-5 Turbo 4WD;SUV: Small;2.5;4;AS6;X;10.8;230;5;5
2021;Mazda;CX-9 4WD;SUV: Small;2.5;4;AS6;X;11.6;244;5;5
2021;Mazda;Mazda3 4-Door;Compact;2.0;4;AS6;X;8.4;178;7;7
2021;Mazda;Mazda3 4-Door (SIL);Compact;2.0;4;M6;X;8.7;180;7;7
2021;Mazda;Mazda3 4-Door;Compact;2.5;4;AS6;X;8.9;184;6;7
2021;Mazda;Mazda3 4-Door 4WD;Compact;2.5;4;AS6;X;9.3;193;6;7
2021;Mazda;Mazda3 4-Door Turbo 4WD;Compact;2.5;4;AS6;X;10.1;207;6;3
2021;Mazda;Mazda3 5-Door;Mid-size;2.0;4;AS6;X;8.6;181;7;7
2021;Mazda;Mazda3 5-Door (SIL);Mid-size;2.0;4;M6;X;8.7;181;6;7
2021;Mazda;Mazda3 5-Door;Mid-size;2.5;4;AS6;X;9.2;190;6;7
2021;Mazda;Mazda3 5-Door (SIL);Mid-size;2.5;4;M6;X;9.5;197;6;7
2021;Mazda;Mazda3 5-Door 4WD;Mid-size;2.5;4;AS6;X;9.5;200;6;7
2021;Mazda;Mazda3 5-Door Turbo 4WD;Mid-size;2.5;4;AS6;X;10.1;209;5;3
2021;Mazda;Mazda6;Mid-size;2.5;4;AS6;X;9.1;187;6;7
2021;Mazda;Mazda6 Turbo;Mid-size;2.5;4;AS6;X;10.0;208;6;3
2021;Mazda;MX-5;Two-seater;2.0;4;AS6;Z;9.0;186;6;3
2021;Mazda;MX-5 (SIL);Two-seater;2.0;4;M6;Z;9.0;189;6;3
2021;Mercedes-Benz;A 220 4MATIC Sedan;Subcompact;2.0;4;AM7;Z;9.6;197;6;5
2021;Mercedes-Benz;A 250 4MATIC Hatch;Station wagon: Small;2.0;4;AM7;Z;9.4;193;6;5
2021;Mercedes-Benz;AMG A 35 4MATIC Sedan;Subcompact;2.0;4;AM7;Z;10.7;224;5;5
2021;Mercedes-Benz;AMG A 35 4MATIC Hatch;Station wagon: Small;2.0;4;AM7;Z;10.6;224;5;5
2021;Mercedes-Benz;AMG C 43 4MATIC Sedan;Compact;3.0;6;A9;Z;13.4;266;4;5
2021;Mercedes-Benz;AMG C 43 4MATIC Cabriolet;Subcompact;3.0;6;A9;Z;12.3;251;4;5
2021;Mercedes-Benz;AMG C 43 4MATIC Coupe;Subcompact;3.0;6;A9;Z;12.5;254;4;5
2021;Mercedes-Benz;AMG C 43 4MATIC Wagon;Station wagon: Small;3.0;6;A9;Z;12.3;249;4;5
2021;Mercedes-Benz;AMG C 63 Sedan;Compact;4.0;8;A9;Z;13.5;269;4;3
2021;Mercedes-Benz;AMG C 63 S Sedan;Compact;4.0;8;A9;Z;13.5;269;4;3
2021;Mercedes-Benz;AMG C 63 S Cabriolet;Subcompact;4.0;8;A9;Z;13.9;281;4;3
2021;Mercedes-Benz;AMG C 63 S Coupe;Subcompact;4.0;8;A9;Z;13.7;273;4;3
2021;Mercedes-Benz;AMG CLA 35 4MATIC Coupe;Compact;2.0;4;AM7;Z;10.7;224;5;5
2021;Mercedes-Benz;AMG CLA 45 4MATIC Coupe;Compact;2.0;4;AM8;Z;12.0;242;5;3
2021;Mercedes-Benz;AMG CLS 53 4MATIC+ Coupe;Compact;3.0;6;A9;Z;11.3;242;5;6
2021;Mercedes-Benz;AMG E 53 4MATIC+ Sedan;Mid-size;3.0;6;A9;Z;10.7;225;5;6
2021;Mercedes-Benz;AMG E 53 4MATIC+ Cabriolet;Subcompact;3.0;6;A9;Z;11.3;239;5;6
2021;Mercedes-Benz;AMG E 53 4MATIC+ Coupe;Subcompact;3.0;6;A9;Z;11.2;235;5;6
2021;Mercedes-Benz;AMG E 53 4MATIC+ Wagon;Station wagon: Mid-size;3.0;6;A9;Z;11.3;238;5;6
2021;Mercedes-Benz;AMG E 63 S 4MATIC+ Sedan;Mid-size;4.0;8;A9;Z;15.0;301;3;3
2021;Mercedes-Benz;AMG E 63 S 4MATIC+ Wagon;Station wagon: Mid-size;4.0;8;A9;Z;14.7;300;3;3
2021;Mercedes-Benz;AMG G 63 SUV;SUV: Standard;4.0;8;A9;Z;18.6;396;1;3
2021;Mercedes-Benz;AMG GLA 35 4MATIC SUV;SUV: Small;2.0;4;AM8;Z;10.4;219;5;5
2021;Mercedes-Benz;AMG GLA 45 4MATIC SUV;SUV: Small;2.0;4;AM8;Z;11.6;243;5;3
2021;Mercedes-Benz;AMG GLB 35 SUV;SUV: Small;2.0;4;AM8;Z;11.1;237;5;5
2021;Mercedes-Benz;AMG GLC 43 4MATIC SUV;SUV: Small;3.0;6;A9;Z;13.1;272;4;5
2021;Mercedes-Benz;AMG GLC 43 4MATIC Coupe;SUV: Small;3.0;6;A9;Z;13.5;277;4;5
2021;Mercedes-Benz;AMG GLC 63 S 4MATIC+ SUV;SUV: Small;4.0;8;A9;Z;15.7;319;3;5
2021;Mercedes-Benz;AMG GLC 63 S 4MATIC+ Coupe;SUV: Small;4.0;8;A9;Z;15.2;311;3;5
2021;Mercedes-Benz;AMG GLE 53 4MATIC+ SUV;SUV: Standard;3.0;6;A9;Z;13.2;285;3;6
2021;Mercedes-Benz;AMG GLE 53 4MATIC+ Coupe;SUV: Standard;3.0;6;A9;Z;12.7;273;4;6
2021;Mercedes-Benz;AMG GLE 63 S 4MATIC+ SUV;SUV: Standard;4.0;8;A9;Z;16.2;340;2;3
2021;Mercedes-Benz;AMG GLE 63 S 4MATIC+ Coupe;SUV: Standard;4.0;8;A9;Z;16.3;347;2;3
2021;Mercedes-Benz;AMG GLS 63 4MATIC+ SUV;SUV: Standard;4.0;8;A9;Z;16.3;347;2;3
2021;Mercedes-Benz;AMG GT 53 4MATIC+ Coupe;Compact;3.0;6;A9;Z;11.9;255;4;6
2021;Mercedes-Benz;AMG GT 63 4MATIC+ Coupe;Compact;4.0;8;A9;Z;15.6;322;3;5
2021;Mercedes-Benz;AMG GT 63 S 4MATIC+ Coupe;Compact;4.0;8;A9;Z;15.1;312;3;5
2021;Mercedes-Benz;AMG GT Black Series Coupe;Two-seater;4.0;8;AM7;Z;15.6;328;3;3
2021;Mercedes-Benz;AMG GT C Coupe;Two-seater;4.0;8;AM7;Z;15.9;332;3;3
2021;Mercedes-Benz;AMG GT C Roadster;Two-seater;4.0;8;AM7;Z;15.8;330;3;3
2021;Mercedes-Benz;AMG GT R Coupe;Two-seater;4.0;8;AM7;Z;16.4;339;2;3
2021;Mercedes-Benz;AMG S 63 4MATIC+ Cabriolet;Subcompact;4.0;8;A9;Z;16.3;317;3;5
2021;Mercedes-Benz;AMG S 63 4MATIC+ Coupe;Compact;4.0;8;A9;Z;15.1;293;3;5
2021;Mercedes-Benz;C 300 4MATIC Sedan;Compact;2.0;4;A9;Z;10.1;204;6;6
2021;Mercedes-Benz;C 300 4MATIC Cabriolet;Subcompact;2.0;4;A9;Z;10.8;223;5;6
2021;Mercedes-Benz;C 300 4MATIC Coupe;Subcompact;2.0;4;A9;Z;10.2;210;5;6
2021;Mercedes-Benz;C 300 4MATIC Wagon;Station wagon: Small;2.0;4;A9;Z;10.5;214;5;6
2021;Mercedes-Benz;CLA 250 4MATIC Coupe;Compact;2.0;4;AM7;Z;9.8;201;6;5
2021;Mercedes-Benz;CLS 450 4MATIC Coupe;Compact;3.0;6;A9;Z;10.5;222;5;6
2021;Mercedes-Benz;E 350 4MATIC Sedan;Mid-size;2.0;4;A9;Z;10.7;221;5;6
2021;Mercedes-Benz;E 450 4MATIC Sedan;Mid-size;3.0;6;A9;Z;10.4;217;5;6
2021;Mercedes-Benz;E 450 4MATIC Cabriolet;Subcompact;3.0;6;A9;Z;10.4;219;5;6
2021;Mercedes-Benz;E 450 4MATIC Coupe;Subcompact;3.0;6;A9;Z;10.3;218;5;6
2021;Mercedes-Benz;E 450 4MATIC All-Terrain Wagon;Station wagon: Mid-size;3.0;6;A9;Z;10.6;226;5;6
2021;Mercedes-Benz;G 550 SUV;SUV: Standard;4.0;8;A9;Z;13.6;307;3;3
2021;Mercedes-Benz;GLA 250 4MATIC SUV;SUV: Small;2.0;4;AM8;Z;9.8;203;6;5
2021;Mercedes-Benz;GLB 250 4MATIC SUV;SUV: Small;2.0;4;AM8;Z;10.3;216;5;5
2021;Mercedes-Benz;GLC 300 4MATIC SUV;SUV: Small;2.0;4;A9;Z;11.3;235;5;6
2021;Mercedes-Benz;GLC 300 4MATIC Coupe;SUV: Small;2.0;4;A9;Z;10.6;226;5;6
2021;Mercedes-Benz;GLE 350 4MATIC SUV;SUV: Standard;2.0;4;A9;Z;12.4;254;4;5
2021;Mercedes-Benz;GLE 450 4MATIC SUV;SUV: Standard;3.0;6;A9;Z;11.4;244;5;6
2021;Mercedes-Benz;GLS 450 4MATIC SUV;SUV: Standard;3.0;6;A9;Z;12.0;257;4;6
2021;Mercedes-Benz;GLS 580 4MATIC SUV;SUV: Standard;4.0;8;A9;Z;14.5;305;3;5
2021;Mercedes-Benz;Maybach GLS 600 4MATIC SUV;SUV: Standard;4.0;8;A9;Z;16.6;346;2;3
2021;Mercedes-Benz;Maybach S 580 4MATIC Sedan;Full-size;4.0;8;A9;Z;15.5;301;3;5
2021;Mercedes-Benz;Metris Cargo Van;Special purpose vehicle;2.0;4;A9;Z;12.6;268;4;5
2021;Mercedes-Benz;Metris Cargo Van LWB;Special purpose vehicle;2.0;4;A9;Z;12.6;268;4;5
2021;Mercedes-Benz;Metris Passenger Van;Special purpose vehicle;2.0;4;A9;Z;13.3;284;3;5
2021;Mercedes-Benz;S 500 4MATIC SWB Sedan;Full-size;3.0;6;A9;Z;11.3;230;5;6
2021;Mercedes-Benz;S 560 Cabriolet;Subcompact;4.0;8;A9;Z;14.5;282;4;5
2021;Mercedes-Benz;S 560 4MATIC Coupe;Compact;4.0;8;A9;Z;14.5;282;4;5
2021;Mercedes-Benz;S 580 4MATIC LWB Sedan;Full-size;4.0;8;A9;Z;14.4;285;3;5
2021;MINI;Cooper 3 Door;Subcompact;1.5;3;AM7;Z;8.4;176;7;7
2021;MINI;Cooper 3 Door;Subcompact;1.5;3;M6;Z;8.8;180;7;7
2021;MINI;Cooper 5 Door;Subcompact;1.5;3;AM7;Z;8.4;176;7;7
2021;MINI;Cooper 5 Door;Subcompact;1.5;3;M6;Z;8.8;180;7;7
2021;MINI;Cooper Clubman ALL4;Mid-size;1.5;3;AS8;Z;9.7;198;6;7
2021;MINI;Cooper Convertible;Minicompact;1.5;3;AM7;Z;8.4;176;7;7
2021;MINI;Cooper Convertible;Minicompact;1.5;3;M6;Z;8.8;180;7;7
2021;MINI;Cooper Countryman ALL4;Mid-size;1.5;3;AS8;Z;10.0;206;6;7
2021;MINI;Cooper S 3 Door;Subcompact;2.0;4;AM7;Z;8.9;184;6;7
2021;MINI;Cooper S 3 Door;Subcompact;2.0;4;M6;Z;10.2;206;6;7
2021;MINI;Cooper S 5 Door;Subcompact;2.0;4;AM7;Z;8.9;184;6;7
2021;MINI;Cooper S 5 Door;Subcompact;2.0;4;M6;Z;10.2;206;6;7
2021;MINI;Cooper S Clubman ALL4;Mid-size;2.0;4;AS8;Z;10.1;207;6;7
2021;MINI;Cooper S Convertible;Minicompact;2.0;4;AM7;Z;9.1;191;6;7
2021;MINI;Cooper S Convertible;Minicompact;2.0;4;M6;Z;10.3;209;5;7
2021;MINI;Cooper S Countryman ALL4;Mid-size;2.0;4;AS8;Z;10.4;212;5;7
2021;MINI;John Cooper Works 3 Door;Subcompact;2.0;4;AS8;Z;9.2;190;6;7
2021;MINI;John Cooper Works 3 Door;Subcompact;2.0;4;M6;Z;10.2;206;6;7
2021;MINI;John Cooper Works Clubman ALL4;Mid-size;2.0;4;AS8;Z;10.1;210;5;3
2021;MINI;John Cooper Works Convertible;Minicompact;2.0;4;AS8;Z;9.4;194;6;7
2021;MINI;John Cooper Works Countryman ALL4;Mid-size;2.0;4;AS8;Z;10.0;210;5;3
2021;MINI;John Cooper Works GP;Subcompact;2.0;4;AS8;Z;9.9;208;6;3
2021;Mitsubishi;Mirage;Compact;1.2;3;AV;X;6.6;143;8;5
2021;Mitsubishi;Mirage;Compact;1.2;3;M5;X;7.1;151;8;5
2021;Mitsubishi;RVR;SUV: Small;2.0;4;AV6;X;9.7;206;6;5
2021;Mitsubishi;RVR 4WD;SUV: Small;2.0;4;AV6;X;10.1;213;5;5
2021;Mitsubishi;RVR 4WD;SUV: Small;2.4;4;AV6;X;10.3;218;5;5
2021;Nissan;Altima AWD;Mid-size;2.5;4;AV;X;9.1;187;6;7
2021;Nissan;Altima AWD SR/Platinum;Mid-size;2.5;4;AV;X;9.3;190;6;7
2021;Nissan;Armada 4WD;SUV: Standard;5.6;8;AS7;Z;17.5;362;2;3
2021;Nissan;GT-R;Subcompact;3.8;6;AM6;Z;14.4;300;3;3
2021;Nissan;Kicks;Mid-size;1.6;4;AV;X;7.7;169;7;7
2021;Nissan;Maxima;Mid-size;3.5;6;AV7;Z;11.6;233;5;3
2021;Nissan;Murano;Station wagon: Mid-size;3.5;6;AV7;X;11.7;240;5;5
2021;Nissan;Murano AWD;Station wagon: Mid-size;3.5;6;AV7;X;12.0;245;5;5
2021;Nissan;NV200 Cargo Van;Special purpose vehicle;2.0;4;AV;X;9.9;223;5;3
2021;Nissan;Qashqai;Station wagon: Small;2.0;4;AV8;X;8.8;191;6;5
2021;Nissan;Qashqai;Station wagon: Small;2.0;4;M6;X;9.9;212;5;5
2021;Nissan;Qashqai AWD;Station wagon: Small;2.0;4;AV8;X;9.0;197;6;5
2021;Nissan;Rogue;SUV: Small;2.5;4;AV8;X;8.9;189;6;7
2021;Nissan;Rogue AWD;SUV: Small;2.5;4;AV8;X;9.2;195;6;7
2021;Nissan;Sentra;Mid-size;2.0;4;AV;X;8.0;167;7;7
2021;Nissan;Sentra SR;Mid-size;2.0;4;AV;X;8.2;171;7;7
2021;Nissan;Sentra;Mid-size;2.0;4;M6;X;9.3;187;6;7
2021;Nissan;Sentra SR;Mid-size;2.0;4;M6;X;9.4;190;6;7
2021;Nissan;Titan 4WD;Pickup truck: Standard;5.6;8;AS9;Z;15.2;314;3;5
2021;Nissan;Titan 4WD Pro-4X;Pickup truck: Standard;5.6;8;AS9;Z;15.4;321;3;5
2021;Nissan;Versa;Compact;1.6;4;AV;X;7.4;158;7;7
2021;Nissan;Versa;Compact;1.6;4;M5;X;8.6;181;7;7
2021;Porsche;718 Boxster;Two-seater;2.0;4;AM7;Z;11.0;233;5;1
2021;Porsche;718 Boxster;Two-seater;2.0;4;M6;Z;11.7;245;5;1
2021;Porsche;718 Boxster GTS 4.0;Two-seater;4.0;6;AM7;Z;12.3;260;4;5
2021;Porsche;718 Boxster GTS 4.0;Two-seater;4.0;6;M6;Z;14.0;284;3;5
2021;Porsche;718 Boxster S;Two-seater;2.5;4;AM7;Z;12.2;255;4;1
2021;Porsche;718 Boxster S;Two-seater;2.5;4;M6;Z;12.5;263;4;1
2021;Porsche;718 Boxster T;Two-seater;2.0;4;AM7;Z;11.2;236;5;1
2021;Porsche;718 Boxster T;Two-seater;2.0;4;M6;Z;11.7;245;5;1
2021;Porsche;718 Cayman;Two-seater;2.0;4;AM7;Z;11.0;233;5;1
2021;Porsche;718 Cayman;Two-seater;2.0;4;M6;Z;11.7;245;5;1
2021;Porsche;718 Cayman GT4;Two-seater;4.0;6;AM7;Z;13.0;271;4;5
2021;Porsche;718 Cayman GT4;Two-seater;4.0;6;M6;Z;14.0;286;3;5
2021;Porsche;718 Cayman GTS 4.0;Two-seater;4.0;6;AM7;Z;12.3;260;4;5
2021;Porsche;718 Cayman GTS 4.0;Two-seater;4.0;6;M6;Z;14.0;284;3;5
2021;Porsche;718 Cayman S;Two-seater;2.5;4;AM7;Z;12.2;255;4;1
2021;Porsche;718 Cayman S;Two-seater;2.5;4;M6;Z;12.5;263;4;1
2021;Porsche;718 Cayman T;Two-seater;2.0;4;AM7;Z;11.2;236;5;1
2021;Porsche;718 Cayman T;Two-seater;2.0;4;M6;Z;11.7;245;5;1
2021;Porsche;718 Spyder;Two-seater;4.0;6;AM7;Z;13.0;271;4;5
2021;Porsche;718 Spyder;Two-seater;4.0;6;M6;Z;14.0;286;3;5
2021;Porsche;911 Carrera;Minicompact;3.0;6;AM8;Z;13.1;275;4;5
2021;Porsche;911 Carrera Cabriolet;Minicompact;3.0;6;AM8;Z;13.1;275;4;5
2021;Porsche;911 Carrera S;Minicompact;3.0;6;AM8;Z;12.9;274;4;5
2021;Porsche;911 Carrera S;Minicompact;3.0;6;M7;Z;12.8;264;4;5
2021;Porsche;911 Carrera S Cabriolet;Minicompact;3.0;6;AM8;Z;12.9;273;4;5
2021;Porsche;911 Carrera S Cabriolet;Minicompact;3.0;6;M7;Z;13.8;275;4;5
2021;Porsche;911 Carrera 4;Minicompact;3.0;6;AM8;Z;13.1;275;4;5
2021;Porsche;911 Carrera 4 Cabriolet;Minicompact;3.0;6;AM8;Z;13.1;275;4;5
2021;Porsche;911 Carrera 4S;Minicompact;3.0;6;AM8;Z;13.0;275;4;5
2021;Porsche;911 Carrera 4S;Minicompact;3.0;6;M7;Z;13.8;275;4;5
2021;Porsche;911 Carrera 4S Cabriolet;Minicompact;3.0;6;AM8;Z;12.8;273;4;5
2021;Porsche;911 Carrera 4S Cabriolet;Minicompact;3.0;6;M7;Z;13.8;281;4;5
2021;Porsche;911 Targa 4;Minicompact;3.0;6;AM8;Z;13.1;275;4;5
2021;Porsche;911 Targa 4S;Minicompact;3.0;6;AM8;Z;13.1;274;4;5
2021;Porsche;911 Targa 4S;Minicompact;3.0;6;M7;Z;13.7;278;4;5
2021;Porsche;911 Turbo;Minicompact;3.7;6;AM8;Z;15.2;321;3;5
2021;Porsche;911 Turbo Cabriolet;Minicompact;3.7;6;AM8;Z;15.6;324;3;5
2021;Porsche;911 Turbo S;Minicompact;3.7;6;AM8;Z;15.3;321;3;5
2021;Porsche;911 Turbo S Cabriolet;Minicompact;3.7;6;AM8;Z;16.0;328;3;5
2021;Porsche;Cayenne;SUV: Standard;3.0;6;AS8;Z;12.5;269;4;5
2021;Porsche;Cayenne Coupe;SUV: Standard;3.0;6;AS8;Z;12.7;271;4;5
2021;Porsche;Cayenne GTS;SUV: Standard;4.0;8;AS8;Z;15.8;331;3;3
2021;Porsche;Cayenne GTS Coupe;SUV: Standard;4.0;8;AS8;Z;15.2;326;3;3
2021;Porsche;Cayenne S;SUV: Standard;2.9;6;AS8;Z;13.1;278;4;5
2021;Porsche;Cayenne S Coupe;SUV: Standard;2.9;6;AS8;Z;13.4;286;3;5
2021;Porsche;Cayenne Turbo;SUV: Standard;4.0;8;AS8;Z;15.6;329;3;3
2021;Porsche;Cayenne Turbo Coupe;SUV: Standard;4.0;8;AS8;Z;15.8;332;3;3
2021;Porsche;Macan;SUV: Small;2.0;4;AM7;Z;12.2;264;4;5
2021;Porsche;Macan GTS;SUV: Small;2.9;6;AM7;Z;13.5;285;3;5
2021;Porsche;Macan S;SUV: Small;2.9;6;AM7;Z;13.1;274;4;5
2021;Porsche;Macan Turbo;SUV: Small;2.9;6;AM7;Z;13.5;293;3;5
2021;Porsche;Panamera;Full-size;2.9;6;AM8;Z;13.1;274;4;5
2021;Porsche;Panamera 4;Full-size;2.9;6;AM8;Z;12.8;274;4;5
2021;Porsche;Panamera 4 Executive;Full-size;2.9;6;AM8;Z;13.8;289;3;5
2021;Porsche;Panamera 4 ST;Full-size;2.9;6;AM8;Z;12.8;274;4;5
2021;Porsche;Panamera 4S;Full-size;2.9;6;AM8;Z;12.8;276;4;5
2021;Porsche;Panamera 4S Executive;Full-size;2.9;6;AM8;Z;13.8;292;3;5
2021;Porsche;Panamera 4S ST;Full-size;2.9;6;AM8;Z;13.8;292;3;5
2021;Porsche;Panamera GTS;Full-size;4.0;8;AM8;Z;15.7;323;3;3
2021;Porsche;Panamera GTS ST;Full-size;4.0;8;AM8;Z;15.7;323;3;3
2021;Porsche;Panamera Turbo S;Full-size;4.0;8;AM8;Z;15.3;326;3;3
2021;Porsche;Panamera Turbo S Executive;Full-size;4.0;8;AM8;Z;15.3;326;3;3
2021;Porsche;Panamera Turbo S ST;Full-size;4.0;8;AM8;Z;15.3;326;3;3
2021;Ram;1500 EcoDiesel;Pickup truck: Standard;3.0;6;A8;D;10.5;243;5;1
2021;Ram;1500 HFE EcoDiesel;Pickup truck: Standard;3.0;6;A8;D;10.4;238;5;1
2021;Ram;1500 eTorque;Pickup truck: Standard;3.6;6;A8;X;11.9;253;4;5
2021;Ram;1500 HFE eTorque;Pickup truck: Standard;3.6;6;A8;X;11.6;245;5;5
2021;Ram;1500;Pickup truck: Standard;5.7;8;A8;X;16.2;320;3;5
2021;Ram;1500 eTorque;Pickup truck: Standard;5.7;8;A8;X;14.1;290;3;5
2021;Ram;1500 4X4 EcoDiesel;Pickup truck: Standard;3.0;6;A8;D;11.1;260;4;1
2021;Ram;1500 4X4 eTorque;Pickup truck: Standard;3.6;6;A8;X;12.1;259;4;5
2021;Ram;1500 4X4;Pickup truck: Standard;5.7;8;A8;X;16.1;325;3;5
2021;Ram;1500 4X4 eTorque;Pickup truck: Standard;5.7;8;A8;X;14.0;294;3;5
2021;Ram;1500 4X4 TRX;Pickup truck: Standard;6.2;8;A8;Z;22.4;465;1;1
2021;Ram;1500 Classic;Pickup truck: Standard;3.6;6;A8;X;13.9;280;4;3
2021;Ram;1500 Classic;Pickup truck: Standard;5.7;8;A8;X;15.7;319;3;3
2021;Ram;1500 Classic 4X4;Pickup truck: Standard;3.6;6;A8;X;14.5;294;3;3
